,Game Info,Game Info,Game Info,Game Info,Game Info,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Game Mode,Game Mode,Game Mode,Game Mode,Game Mode,Game Mode
10578,17156.0,Myths Of Orion: Light from the North,"Long time ago, in a Realm of Orion, a powerful, but greedy wizard collected knowledge from all around the world. And thus came to write the three Books: books of knowledge, Law and Magic.The books gave him ultimate powers. But, he used them not to prosper, but for chaos! One day the mighty enchantress Salina gathered all of her strength and courage and stole the Books from the Wizard. Under the cover of a night, she took the Books and her child, baby Meredith, and ran far, far away to the North, to her sister Ariel’s house - at the very edge of the world. She could only hope the Wizard wouldn’t find them there. And so, the years and decades passed by... until one day...",2014.0,90.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10583,84322.0,Nancy Drew: Shadow at the Water's Edge,"Nancy Drew heads for Japan where she’s staying at a traditional ryokan (inn) for a little R&R with Bess and George, but when reports of a vengeful ghost start scaring away the guests, Nancy’s vacation takes a turn for terror! It’ll be up to you, as Nancy Drew, to uncover the secret that lies beneath the surface, before the ghost can take its revenge! Dare to Play 
 
Nancy Drew: Shadow at the Water’s Edge is a first-person perspective, point-and-click adventure game. The player is Nancy Drew and has to solve a mystery. Explore rich environments for clues, interrogate suspects, and solve puzzles and mini-games.",2010.0,85.11,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10760,112131.0,Bloodstained: Ritual of the Night,"Bloodstained: Ritual of the Night is an exploration-focused, side-scroller action RPG by Koji Igarashi. Play as Miriam, an orphan scarred by an alchemist's curse that slowly crystallizes her body. Battle through a demon-infested castle and defeat its master to save yourself, and all of humanity!",2019.0,83.86,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
10951,187377.0,Tales from the Dragon Mountain 2: The Lair,"It has been years since brave Mina Lockheart defeated Lord Strix. But dark shadows are rising once again! Spirits are restless! For he has awaken! Evil Lord Strix is breeding a new army to enslave all creatures from the Dragon Mountains!

It is once again up to Mina and her best friend spirit Malik to travel to distant parts of the world and find clues how to open the passage to a hidden wasteland - Lord Strix's lair. Meet different characters along your journey, help them and have them help you. Search and discover new places, but hurry! Lord Strix gets stronger by the minute!",2014.0,90.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11051,103128.0,Mushihimesama,"Mushihimesama is a manic shooter developed by Cave and released by Taito in 2004. It was ported to the PlayStation 2 in 2005 and iOS in 2011. An Xbox 360 port was released in May 2012 (with ver1.5 as first print DLC). A significantly changed ""version 1.5"" was released to arcades in 2011. The game has an insect theme as all of the enemies resemble various insects such as beetles and butterflies. The game is set in various forest environments. It received a sequel in 2006, known as Mushihimesama Futari, and a spin-off iOS game entitled Mushihimesama Bug Panic.",2004.0,86.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
11118,82046.0,Dishonored 2,"Reprise your role as a supernatural assassin in Dishonored 2. Play your way in a world where mysticism and industry collide. Will you choose to play as Empress Emily Kaldwin or the Royal Protector, Corvo Attano? Will you stalk your way through the game unseen, make full use of its brutal combat system, or use a blend of both? How will you combine your character’s unique set of powers, weapons and gadgets to eliminate your enemies? The story responds to your choices, leading to intriguing outcomes, as you play through each of the game’s hand-crafted missions.",2016.0,85.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11133,87279.0,Dark Souls III,"Dark Souls continues to push the boundaries with the latest, ambitious chapter in the critically-acclaimed and genre-defining series. Prepare yourself and embrace the darkness!",2016.0,87.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
11156,133030.0,Horizon Zero Dawn,"Welcome to a vibrant world rich with the beauty of nature – but inhabited by awe-inspiring, highly advanced machines. As a young machine hunter named Aloy, you must unravel the mysteries of this world and find your own destiny.",2017.0,90.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11208,114200.0,NieR: Automata,"NieR: Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.",2017.0,91.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11210,85649.0,Star Ocean: The Second Story,"The first ""Star Ocean"" released outside of Japan. It was later re-released on the PSP under the name ""Star Ocean: Second Evolution"".",1998.0,89.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11212,79111.0,Star Ocean: Till the End of Time,"Released as ""Star Ocean 3: Till the End of Time"" in 2003 by Enix before they merged with Squaresoft, the game was re-released under the name ""Star Ocean: Till the End of Time"" as a remastered version by Square Enix in 2004.",2003.0,83.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11222,165225.0,Windjammers,"Windjammers (also known as Flying Power Disc in Japan) is a fast paced sports arcade game released by Data East on the Neo Geo arcade system in 1994 and later on the Wii Virtual Console in Japan on June 22, 2010. Following the bankruptcy of Data East, the intellectual rights for this game were acquired by Paon.It was delisted in Japanese Virtual Console for the Wii on December 24, 2013, making it the only delisted Neo-Geo game for the Wii Virtual Console.

The game mechanics are essentially the same as Pong or air hockey, where players continuously shoot the disc at the goal zone of the opponent attempting to score. The game can be played against the computer or in a 2 player versus.",1994.0,83.39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11226,10508.0,Anstoss 3,"2000 wurde mit Anstoss 3 die zweite Fortsetzung veröffentlicht. Innerhalb eines Jahres verkaufte es sich mehr als 200.000 Mal. Von den Spielemagazinen wurde es mit guten Wertungen bedacht (z. B. PC Player 87 %, Gamestar 88 %, PC Games 86 %).
Jedoch war es zu Beginn geradezu gefüllt mit Bugs, was von der Spielergemeinde kritisiert wurde. Dennoch wurde es von den Anstoss-Fans mit Begeisterung aufgenommen, da es die wichtigsten Elemente von Anstoss 2 Gold enthielt und diese noch weiter vertiefen konnte.
Als besonders gelungen gilt die 3D-Spieldarstellung. Der Spieler konnte sich ein komplettes Spiel seines Teams reduziert auf neun Minuten ansehen. Auch der Szenenmodus galt als revolutionär, da die Szenen nicht, wie in den Vorgängerteilen, vorberechnet wurden. Kommentiert wurden die Spielszenen durch den bekannten Fußballkommentator Günther Koch.
Auch neu war die Umsetzung des Vereinsgeländes. Von Apfelbäumen über Konditionsparcours und Doping-Labor bis hin zu Wolkenkratzern konnte der Spieler sein Vereinsgelände mit Gebäuden, Gegenständen und Lebewesen mit und ohne Nutzen erweitern.
Mit der Veröffentlichung des finalen Patches auf Version 1.40 wurde es nahezu bugfrei und konnte die Anstoss-Spieler überzeugen. Insgesamt wurden bis heute über eine Million Exemplare von Anstoss 3 verkauft und machen es damit zu einem der erfolgreichsten PC-Spiele Deutschlands. Trotz seines Alters wird Anstoss 3 durch die große Spieltiefe zusammen mit einem gelungenen Text- und 3D-Modus als bester Teil der Anstoss-Reihe angesehen. Dass Anstoss 3 auch heute noch sehr beliebt ist, hängt auch mit dem Multiplayermodus zusammen. So wird es bis zu 4 Spielern ermöglicht, im Netzwerk gegeneinander anzutreten.",2000.0,99.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11227,154796.0,Trials of Mana,"Seiken Densetsu 3 is a 1995 action role-playing game developed and published by Square (now Square Enix) for the Super Nintendo Entertainment System. It is the sequel to the 1993 game Seiken Densetsu 2 (released outside Japan as Secret of Mana), and is the third game in the Mana series.",1995.0,85.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11230,118864.0,StarLancer,"Starlancer is a space-based science fiction flight simulator computer game, created by Erin Roberts, Chris Roberts, and Warthog PLC under the auspices of Digital Anvil.

It is the year 2160. Mankind has colonized the solar system and two political entities have emerged: the Alliance consisting of American, Australian, French, Spanish, Italian, Japanese, British and German forces, and The Coalition of Russian, Chinese and Middle-Eastern interests. The game begins with a surprise attack on Fort Kennedy, where a peace treaty turns into a bloodbath: all of the inner four planets are overrun, including Terra herself, and the Italian and French fleets are utterly lost. The Alliance fleet regroups at Triton, Neptune's moon, and attempts to regain lost territory. The player takes the role of a rookie pilot in the international 45th Volunteers squadron, under the command of Captain Robert Foster and Wing Commander Maria Enriquez, aboard the re-commissioned British carrier ANS Reliant.

As with Wing Commander: Prophecy, the pilot's flying ability is the only meter by which success and failure is measured, though Starlancer does not feature as many branching mission paths. As in Wing Commander I the pilot may be promoted throughout the course of the campaign; unlike WCI, their rank determines which fighters and missiles they may choose to employ during each mission. The game provides a ""virtual carrier"" through which to navigate, including nearby crewmembers whose reaction to you depends on your current rank and standing. However, the true gem of the game lies in its textual and video news broadcasts, which keep the player informed as to the status of the rest of the war, which seems to be progressing just over the horizon. Players frequently find themselves flying alongside squadrons and pilots they have heard about on the news just recently, providing a dose of 'celebrity exposure' and also increasing the sensation that they are just one part of a much larger war effort.

Starlancer's story is continued in Chris Roberts' Freelancer project, though the two belong to different subgenres (the first is purely focused on action, the latter also features trading and the player can freely move through the game's universe when they are not on a mission.)",2000.0,77.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11244,137142.0,Rez,A rail shooter with a heavy emphasis on audiovisual elements in which a hacker attempts to breach an AI integral for the continuation of the human race to prevent it from shutting down due to information overload.,2001.0,87.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11247,73565.0,Duck Game,"Enter the futuristic year of 1984, an age where ducks run wild in a frantic battle for glory!",2014.0,84.65,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11250,99520.0,Shift Happens,"Shift Happens is a co-op platformer for two people. You control Bismo and Plom, who are connected by accident. They share a common mass and can shift it at any time. At the push of a button you change size and strength, affecting yourself and your partner.
The mechanic links you and forces you to cooperate and communicate.",2017.0,79.75,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
11259,13009.0,Alien Nations,"3 completely different nations on one planet - will it work out? Control the blue Pimmons, the wild Amazons, or the insectoid Sajiki and create your kingdom on the planet Lukkat.

Direct the fate of a whole nation and make them control the planet. Be a founder of cities and ensure their growth and prosperity. Your nation requires not only food, it also wants to be kept in good mood through pubs, theatres, circuses and orgy dens.

Push forward research and trade. The correct diplomatic strategy protects you from sudden attacks. But to be prepared - fighting will be inevitable.",1999.0,85.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11270,82220.0,The Cat Lady,"Susan Ashworth, known in her neighbourhood as the crazy Cat Lady, is a lonely 40- year old on the verge of suicide. She has no family, no friends and no hope for a better future.One day she discovers that five strangers will come along and change everything.But those five, ""The Parasites"", are also the most ruthless, deranged and cold-blooded bunch of psychopaths the city has ever known. They will stop at nothing to hurt Susan. Unless, she hurts them first...

Susan's few weeks journey doesn't take her across the world and won't turn her into a hero. She has little faith in others and hardly even cares about herself. She can't fight and has never fired a gun in her life. But she's hanging onto that thin thread of hope, that in the end, as promised, there's an elusive reward waiting for her. Something worth trying for. Something that'll help her find an unlikely friend. Something that'll give her life a purpose. Susan's journey takes her on a roller-coaster ride between the world of the living and the world of the dead, where the only way to survive is to overcome her biggest weakness: her own self.",2012.0,97.18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11328,98569.0,Shadow Complex,"Shadow Complex is presented in 2.5D format; the game world is fully three-dimensional, but the player can only move in two dimensions, simulating the environment of a classic side-scrolling video game. Enemies can, however, move in any direction, and auto-aim is utilized to allow the player to fire at nearby enemies or objects both inside and outside of the 2D plane. The player can use the right control stick to aim with a laser sight. Gameplay in Shadow Complex was inspired by Super Metroid and Castlevania: Symphony of the Night. The gameplay takes many cues from Metroid: the player can move freely throughout the expansive game world, defeating enemies with a variety of weapons, and as they overcome challenges, they gain new abilities and weapons which allow them to reach new areas.
The game rewards the player with experience points as they complete objectives and defeat enemies. The player can gain experience levels, each level boosting basic attributes of the character. These experience levels grant the player skills such as improved gunfire precision or damage resistance. Special rewards such as revealing the full map and unlimited special ammo are granted at specific levels. When the player starts a new game, they will lose all the weapons and items that they have acquired, but will keep the character's experience level and any benefits they have already received from that experience.
In addition to the main campaign, a number of challenge levels, called ""Proving Grounds"", are available, generally requiring the player to make it to the exit of a room using a limited set of items and health. Players are ranked based on time of completion and any scoring objectives when they complete the level. Scores and other statistics from the main campaign and the training group are tracked via online leaderboards.
A remastered version and port was announced during the 215 Game Awards, to be released for PS4, Xbox One, PC.",2009.0,85.83,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
11374,95839.0,Creatures,"The inhabitants of the pretty but insignificant planet Blot decided to leave to find a trendier planet, and escape being called the Blotians, a most unhip name. Until they such a planet, they call themselves the Fuzzy Wuzzies.

Their colony ship collides with an asteroid, and crash lands in the Pacific Ocean, near an unchartered island, which they colonise, calling it ""The Hippest Place in The Known Universe"". Unfortunately the island is also home to rather nasty demons, who can't stand the commotion caused by the happy Fuzzies, or their silly name for the island.

The demons kidnap the Fuzzy Wuzzies by hosting a massive party, then capturing them in a net, and dragging them off to the torture chambers. The only Fuzzy not caught is Clyde Radcliff, who was already being sick in the bushes. He wakes up in the morning with a really bad headache, and fiery halitosis, and sets out to destroy the demons, and rescue his friends.

The game consists of 3 levels, each made up of 3 of stages. The first two stages of each level are side scrolling platformers, where Clyde must destroy the enemies by firing at them, presumably using his halitosis. At the end of each of these stages, Clyde meets a witch, who can provide him with extra firing patterns, or upgrade those he has, in exchange for 'magic potion creatures' found during the stages.",1990.0,97.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
